GRB,BAT RA (J2000),BAT Dec (J2000),BAT T90 [sec],BAT Fluence (15-150 keV) [10^-7 erg/cm^2],BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec],XRT Time to First Observation [sec],XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s],XRT Spectral Index (Gamma),XRT Column Density (NH) [10^21 cm^-2],UVOT Time to First Observation [sec],Redshift,log(BAT T90 [sec]),log(BAT Fluence (15-150 keV) [10^-7 erg/cm^2]),log(BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]),log(XRT Time to First Observation [sec]),log(XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),log(XRT Spectral Index (Gamma)),log(XRT Column Density (NH) [10^21 cm^-2]),log(UVOT Time to First Observation [sec]),log(Redshift),NORM(BAT T90 [sec]),NORM(BAT Fluence (15-150 keV) [10^-7 erg/cm^2]),NORM(BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]),NORM(XRT Time to First Observation [sec]),NORM(XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]),NORM(XRT Spectral Index (Gamma)),NORM(XRT Column Density (NH) [10^21 cm^-2]),NORM(UVOT Time to First Observation [sec]),NORM(Redshift)
60926,263.926,13.039,8,2.19,1.09,59.95,10,0.0161496,0.005608116,2.00443,31.626,57,3.208,0.903089987,0.340444115,0.037426498,1.777789187,1,-1.79183823,-2.251183012,0.301990894,22.50004427,1.755874856,0.50623436,0.007079158,0.000609736,0.003293051,0.004954845,1.62E-13,0.001642802,0.001684485,0.349488157,0.412618889,0.001445435,0.531795009
060912A,5.285,20.971,5,13.5,8.58,108.88,10,0.02826868,0.0122934,1.8948,2.33014,113,0.937,0.698970004,1.130333768,0.933487288,2.036948112,1,-1.54869447,-1.910327987,0.277563376,21.36738202,2.053078443,-0.028260409,0.004321044,0.004258477,0.02592145,0.020041378,1.62E-13,0.002875604,0.003692515,0.278323412,0.030400929,0.01493616,0.150959217
60908,31.828,0.335,19.3,28,3.03,71.68,49.8,0.02019787,0.00606949,2.13395,6.44944,80,1.8836,1.285557309,1.447158031,0.481442629,1.855397997,1.697229343,-1.694694427,-2.2168478,0.329184239,21.80952201,1.903089987,0.274988682,0.017468052,0.008936349,0.009154079,0.008571543,8.12E-13,0.002054609,0.001823066,0.433564209,0.084144715,0.006986268,0.30969949
060904B,58.218,-0.729,171.5,16.2,2.44,68.81,42.9,0.04547384,0.01532217,2.18877,3.90147,71,0.703,2.234264124,1.209515015,0.387389826,1.837651558,1.632457292,-1.342238371,-1.814679723,0.340200127,21.59122827,1.851258349,-0.153044675,0.157396341,0.005129529,0.007371601,0.007686639,6.99E-13,0.004625782,0.004602253,0.469149827,0.050901797,0.004818116,0.11171854
60814,221.338,20.591,145.3,146,7.27,71.54,5670,0.2777528,0.070448,2.11591,10.1577,80,0.84,2.162265614,2.164352856,0.861534411,1.854548936,3.753583059,-0.556341554,-1.152131332,0.325497191,22.00679538,1.903089987,-0.075720714,0.133308817,0.047004549,0.021963746,0.008528377,9.26E-11,0.028254131,0.021160156,0.421853802,0.132525735,0.006986268,0.134692782
60729,95.287,-62.221,115.3,26.1,1.17,124.39,7700,1.7049378,0.8136226,2.02393,0.913472,135,0.54,2.061829307,1.416640507,0.068185862,2.094785468,3.886490725,0.23170854,-0.089576997,0.306195488,20.96069524,2.130333768,-0.26760624,0.105727682,0.008323386,0.003534743,0.024823559,1.26E-10,0.173433125,0.244384245,0.362146302,0.011917909,0.020236088,0.084384223
60719,18.42,-48.381,66.9,15,2.16,128.76,300,0.05378834,0.020716404,2.57067,3.34098,67,1.532,1.825426118,1.176091259,0.334453751,2.109780968,2.477121255,-1.269311859,-1.683685628,0.410046329,21.52387388,1.826074803,0.185258765,0.061230119,0.004742394,0.00652568,0.026170956,4.90E-12,0.005471566,0.006222495,0.717054742,0.043589182,0.003854493,0.250737859
60714,227.855,-6.544,115,28.3,1.28,99,1000,0.08261892,0.03048066,2.04425,10.2942,109,2.71,2.06069784,1.451786436,0.10720997,1.995635195,3,-1.082920486,-1.515975633,0.310534006,22.0125926,2.037426498,0.432969291,0.105451871,0.009033132,0.003867069,0.016995088,1.63E-11,0.008404329,0.009155342,0.375336739,0.134306626,0.013972537,0.448282801
60707,357.069,-17.904,66.2,16,1.01,120.51,10,0.1694203,0.0690354,2.09345,1.61614,126,3.43,1.820857989,1.204119983,0.004321374,2.081023086,1,-0.771034554,-1.160928154,0.320862593,21.20847898,2.100370545,0.53529412,0.060586559,0.005065006,0.00305136,0.023627243,1.62E-13,0.017234114,0.02073586,0.407274214,0.021085496,0.018067935,0.569023343
60614,320.877,-53.027,108.7,204,11.5,91.4,6000,0.550962,0.20174922,1.89544,0.325209,101,0.13,2.036229544,2.309630167,1.06069784,1.960946196,3.77815125,-0.258878354,-0.695188136,0.277710041,20.51216256,2.004321374,-0.886056648,0.099659833,0.065716037,0.034743202,0.014651789,9.80E-11,0.056046069,0.060598527,0.278738859,0.004242945,0.01204529,0.015629192
060607A,329.705,-22.496,102.2,25.5,1.4,65.2,327,0.112086,0.00758268,1.61002,6.25383,179,3.082,2.009450896,1.40654018,0.146128036,1.814247596,2.514547753,-0.950448629,-2.120177271,0.206831271,21.79614607,2.252853031,0.488832634,0.09368392,0.008129819,0.004229607,0.006573572,5.34E-12,0.011401838,0.002277576,0.093462555,0.081592626,0.030835943,0.510665415
60605,322.128,-6.071,79.1,6.97,0.46,92.39,0.999,0.03695148,0.003680676,2.02128,5.93387,97,3.8,1.898176483,0.843232778,-0.337242168,1.965624967,-0.000434512,-1.432368162,-2.434072411,0.305626479,21.77333803,1.986771734,0.579783597,0.072446447,0.002151821,0.001389728,0.014957034,1.47E-14,0.003758853,0.001105548,0.360426093,0.077418164,0.011081667,0.631070566
60604,337.224,-10.945,95,4.02,0.34,108.83,293,0.0842095,0.03245334,2.1711,9.77306,99,2.1357,1.977723605,0.604226053,-0.468521083,2.036748629,2.46686762,-1.074638911,-1.4887406,0.336679827,21.99003057,1.995635195,0.329540248,0.087064448,0.001200116,0.00102719,0.020025961,4.79E-12,0.008566129,0.009747867,0.4576796,0.127507404,0.011563479,0.351975449
60526,232.834,0.288,298.2,12.6,1.67,73.23,35.8,0.08994752,0.023567942,1.90677,1.29E-05,81,3.21,2.474507639,1.100370545,0.222716471,1.864689034,1.553883027,-1.046010806,-1.627678339,0.28029831,16.11058971,1.908485019,0.506505032,0.273880666,0.003968126,0.005045317,0.009049453,5.83E-13,0.009149823,0.007078999,0.286093566,1.68E-07,0.007227174,0.5321304
60522,322.954,2.895,71.1,11.4,0.55,144.4,10,0.015938384,0.00685967,2.1794,35.5534,129,5.11,1.851869601,1.056904851,-0.259637311,2.159567193,1,-1.797555714,-2.163696777,0.338336947,22.55088114,2.11058971,0.7084209,0.065091477,0.003580992,0.001661631,0.03099322,1.62E-13,0.001621316,0.002060409,0.463067426,0.46385899,0.018790653,0.850751274
60512,195.748,41.209,8.5,2.32,0.88,101.77,26,0.01510587,0.00614778,2.70163,0.000023234,94,0.4428,0.929418926,0.365487985,-0.055517328,2.007619775,1.414973348,-1.820854257,-2.211281682,0.43162587,16.36612399,1.973127854,-0.353792388,0.007538843,0.000651676,0.00265861,0.017849159,4.23E-13,0.00153663,0.001846582,0.80206555,3.03E-07,0.01035895,0.06808425
060510B,239.259,78.591,275.2,40.7,0.57,118.81,715,0.013960065,0.006619445,2.1317,10.0498,111,4.9,2.43964843,1.609594409,-0.244125144,2.074852996,2.854306042,-1.85511256,-2.179178422,0.328726085,22.00215742,2.045322979,0.69019608,0.252735129,0.013033519,0.001722054,0.023103084,1.17E-11,0.001420074,0.001988254,0.432103654,0.131117982,0.014454348,0.815535283
060502A,240.937,66.604,28.4,23.1,1.69,76.29,130,0.20697444,0.08671104,2.02719,2.86367,84,1.51,1.45331834,1.36361198,0.227886705,1.882467615,2.113943352,-0.684083284,-1.061925605,0.306894455,21.45692297,1.924279286,0.178976947,0.025834329,0.007355551,0.00510574,0.009992939,2.12E-12,0.021054272,0.026045014,0.364262485,0.037361802,0.007949892,0.247048565
60418,236.431,-3.64,103.1,83.3,6.52,77.97,1600,0.0494304,0.0146032,1.94118,4.50436,88,1.49,2.013258665,1.920645001,0.814247596,1.891927534,3.204119983,-1.306005875,-1.835551967,0.288065808,21.65363309,1.944482672,0.173186268,0.094511354,0.026776785,0.019697885,0.010510932,2.61E-11,0.005028259,0.004386299,0.308430325,0.058767597,0.008913515,0.243694661
60210,57.727,27.015,255,76.6,2.72,94.95,461,0.5142445,0.18410275,2.08163,24.4198,98,3.91,2.40654018,1.88422877,0.434568904,1.977494969,2.663700925,-0.288830345,-0.734939724,0.318403538,22.3877421,1.991226076,0.592176757,0.234163832,0.024615285,0.008217523,0.015746356,7.53E-12,0.052311017,0.055298134,0.399601431,0.318600858,0.011322573,0.649517038
60115,54.007,17.339,139.6,17.1,0.87,112.62,406,0.05621616,0.02030076,2.10553,2.71364,119,3.53,2.144885418,1.23299611,-0.060480747,2.051615523,2.608526034,-1.250138823,-1.692487703,0.323361434,21.43355223,2.075546961,0.547774705,0.128068401,0.005419879,0.002628399,0.021194528,6.63E-12,0.005718534,0.00609765,0.415115773,0.035404386,0.016381595,0.585792863
051109A,330.316,40.85,37.2,22,3.94,119.66,6.12E+13,0.2852088,0.1093708,2.06584,9.34485,109,2.346,1.57054294,1.342422681,0.595496222,2.077948999,13.78675142,-0.544837079,-0.961098611,0.315096682,21.97057233,2.037426498,0.370328008,0.033924795,0.007000677,0.011903323,0.023365163,1,0.029012585,0.032851227,0.389351578,0.121920623,0.013972537,0.387241749
